-0.31,0.04,0.01
-0.42,-0.23,-0.11
-0.42,-0.77,-0.02
-1.05,-1.39,0.83
-1.81,-1.92,1.34
-2.37,-2.05,1.28
-2.83,-2.01,1.05
-2.97,-1.96,0.73
-3.24,-1.92,0.69
-3.89,-2.12,1.26
-4.29,-2.16,1.50
-4.60,-1.98,1.33
-5.16,-1.39,0.99
-5.71,-0.20,0.48
-6.08,1.21,-0.37
-6.44,2.74,-1.23
-6.88,3.94,-1.80
-7.38,5.09,-2.28
-7.86,6.18,-2.93
-8.29,7.37,-3.74
-8.80,8.72,-4.78
-9.38,10.02,-5.78
-10.04,11.38,-7.06
-10.71,12.69,-8.43
-11.61,13.96,-10.28
-13.02,16.99,-11.83
-14.60,19.64,-13.90
-16.47,22.47,-16.43
-18.35,25.53,-18.52
-20.29,28.39,-20.86
-22.24,31.22,-23.47
-24.28,33.66,-26.33
-26.39,35.73,-29.39
-28.48,37.71,-32.32
-30.28,39.84,-34.51
-31.17,41.48,-35.70
-31.88,42.61,-36.72
-34.89,46.49,-40.91
-36.15,47.25,-42.78
-37.75,48.19,-45.45
-39.48,48.97,-48.03
-41.92,50.31,-51.29
-44.31,51.31,-54.57
-46.53,52.35,-57.58
-50.80,53.89,-63.22
-54.70,55.06,-68.28
-57.87,55.85,-72.40
-60.31,56.27,-76.01
-63.41,56.52,-79.99
-67.77,56.88,-84.91
-71.50,57.09,-89.49
-73.54,57.03,-92.56
-76.56,57.02,-96.48
-80.07,56.94,-100.70
-83.23,56.83,-104.77
-85.70,56.65,-108.33
-88.22,56.39,-111.76
-91.03,56.02,-115.40
-93.71,55.62,-119.11
-96.27,55.16,-122.75
-98.60,54.66,-126.04
-100.99,54.07,-129.40
-103.40,53.37,-132.93
-105.52,52.72,-136.09
-107.77,51.91,-139.56
-109.94,51.20,-142.70
-111.88,50.24,-146.00
-113.80,49.44,-148.97
-115.71,48.48,-152.10
-117.41,47.58,-154.95
-119.05,46.64,-157.75
-120.73,45.61,-160.62
-122.20,44.66,-163.19
-123.68,43.62,-165.89
-125.03,42.61,-168.36
-126.42,41.50,-170.88
-127.79,40.35,-173.34
-128.97,39.26,-175.66
-130.15,38.14,-177.84
-131.35,36.97,-179.98
-132.50,35.75,177.87
-133.47,34.66,176.03
-134.48,33.48,174.11
-135.47,32.32,172.30
-136.38,31.19,170.74
-137.29,29.98,169.14
-138.15,28.80,167.65
-138.99,27.61,166.21
-139.82,26.41,164.84
-140.64,25.16,163.48
-141.38,23.99,162.41
-142.12,22.78,161.35
-142.88,21.52,160.31
-143.57,20.33,159.39
-144.29,19.05,158.44
-144.95,17.81,157.57
-145.62,16.57,156.89
-146.26,15.32,156.24
-146.88,14.06,155.64
-147.50,12.81,155.08
-148.10,11.54,154.54
-148.71,10.23,154.02
-149.26,9.00,153.69
-149.81,7.77,153.38
-150.36,6.49,153.08
-150.88,5.30,152.83
-151.42,4.02,152.59
-151.91,2.82,152.37
-152.43,1.54,152.28
-152.93,0.29,152.19
-153.41,-0.90,152.13
-153.93,-2.24,152.06
-154.42,-3.53,152.02
-154.92,-4.83,151.99
-155.41,-6.12,152.04
-155.89,-7.42,152.10
-156.37,-8.72,152.17
-156.84,-10.02,152.24
-157.35,-11.43,152.32
-157.82,-12.74,152.42
-158.31,-14.14,152.60
-158.80,-15.50,152.78
-159.27,-16.81,152.95
-159.76,-18.21,153.14
-160.22,-19.57,153.32
-160.70,-20.94,153.50
-161.17,-22.30,153.74
-161.66,-23.71,153.98
-162.12,-25.03,154.22
-162.61,-26.45,154.46
-163.09,-27.81,154.70
-163.55,-29.13,154.92
-164.06,-30.54,155.22
-164.56,-31.91,155.51
-165.06,-33.32,155.80
-165.54,-34.65,156.07
-166.06,-36.08,156.35
-166.57,-37.45,156.63
-167.07,-38.78,156.94
-167.60,-40.19,157.27
-168.15,-41.57,157.61
-168.71,-42.94,157.94
-169.28,-44.31,158.28
-169.89,-45.73,158.64
-170.46,-47.05,159.00
-171.09,-48.47,159.39
-171.73,-49.85,159.79
-172.38,-51.16,160.19
-173.09,-52.57,160.64
-173.82,-53.93,161.09
-174.57,-55.30,161.60
-175.38,-56.66,162.14
-176.24,-58.06,162.71
-177.15,-59.41,163.33
-178.08,-60.71,163.97
-179.15,-62.10,164.71
179.75,-63.44,165.51
178.62,-64.72,166.34
177.38,-66.01,167.26
175.97,-67.33,168.32
174.55,-68.55,169.40
172.95,-69.81,170.64
171.09,-71.09,172.15
169.12,-72.27,173.78
166.72,-73.52,175.80
164.17,-74.66,177.96
161.09,-75.85,-179.39
157.47,-77.00,-176.23
153.17,-78.09,-172.33
148.09,-79.11,-167.68
142.13,-80.04,-162.18
134.80,-80.87,-155.35
126.77,-81.50,-147.84
116.96,-81.98,-138.60
106.70,-82.22,-128.79
96.16,-82.19,-118.75
86.33,-81.94,-109.45
77.29,-81.47,-100.99
69.37,-80.83,-93.68
62.78,-80.08,-87.72
56.96,-79.18,-82.34
52.33,-78.27,-78.16
48.22,-77.26,-74.55
44.70,-76.21,-71.57
41.64,-75.11,-69.08
38.90,-73.94,-66.95
36.66,-72.84,-65.18
34.59,-71.66,-63.61
32.67,-70.44,-62.23
31.06,-69.28,-61.15
29.49,-68.02,-60.19
28.12,-66.80,-59.41
26.91,-65.61,-58.84
25.72,-64.33,-58.35
24.68,-63.14,-57.99
23.65,-61.84,-57.71
22.71,-60.59,-57.51
21.86,-59.38,-57.40
20.98,-58.07,-57.60
20.18,-56.82,-57.87
19.42,-55.56,-58.20
18.69,-54.29,-58.59
18.00,-53.03,-59.02
17.33,-51.76,-59.50
16.68,-50.50,-60.34
16.05,-49.23,-61.22
15.44,-47.97,-62.15
14.84,-46.66,-63.15
14.28,-45.45,-64.12
13.72,-44.18,-65.15
13.14,-42.87,-66.43
12.63,-41.65,-67.69
12.07,-40.34,-69.07
11.57,-39.11,-70.38
11.06,-37.85,-71.77
10.53,-36.53,-73.24
10.05,-35.32,-74.71
9.54,-34.01,-76.33
9.08,-32.79,-77.85
8.64,-31.63,-79.35
8.16,-30.37,-80.97
7.72,-29.21,-82.51
7.25,-27.95,-84.22
6.79,-26.74,-85.90
6.37,-25.58,-87.53
5.90,-24.33,-89.30
5.47,-23.17,-90.95
5.01,-21.91,-92.76
4.55,-20.72,-94.54
4.13,-19.56,-96.26
3.66,-18.32,-98.12
3.21,-17.12,-99.93
2.78,-15.97,-101.67
2.29,-14.68,-103.61
1.83,-13.49,-105.44
1.34,-12.21,-107.41
0.87,-10.98,-109.32
0.38,-9.74,-111.20
-0.09,-8.56,-113.02
-0.58,-7.33,-114.89
-1.07,-6.10,-116.79
-1.57,-4.89,-118.67
-2.07,-3.67,-120.53
-2.58,-2.46,-122.38
-3.09,-1.24,-124.20
-3.62,-0.03,-126.00
-4.15,1.17,-127.82
-4.69,2.37,-129.61
-5.18,3.48,-131.24
-5.72,4.63,-132.91
-6.26,5.78,-134.56
-6.80,6.92,-136.19
-7.35,8.07,-137.82
-7.92,9.20,-139.43
-8.49,10.34,-141.01
-9.09,11.51,-142.62
-9.30,12.76,-143.50
-7.94,14.24,-145.06
-8.79,15.22,-144.84
-9.55,15.99,-144.31
-10.28,16.26,-144.43
-11.28,15.50,-145.09
-11.76,14.13,-145.94
-12.45,12.58,-146.31
-12.75,10.47,-146.53
-12.51,8.85,-147.19
-11.97,7.29,-148.10
-11.66,5.99,-148.76
-11.94,5.01,-149.11
-12.20,3.55,-150.20
-12.54,1.98,-151.21
-12.90,0.73,-152.40
-13.25,-0.33,-153.81
-13.68,-1.49,-155.30
-14.40,-3.06,-156.89
-15.22,-4.30,-158.41
-16.06,-5.47,-160.13
-17.74,-6.86,-161.39
-19.28,-7.62,-162.35
-20.89,-8.32,-163.30
-22.68,-8.85,-163.69
-23.79,-9.28,-164.49
-24.89,-9.65,-165.47
-26.06,-9.83,-166.30
-27.13,-9.82,-167.33
-28.21,-9.53,-168.23
-28.91,-9.05,-169.32
-29.23,-8.30,-170.31
-29.53,-7.32,-171.18
-29.90,-6.16,-172.10
-30.27,-5.01,-172.75
-30.66,-3.83,-173.47
-31.02,-2.73,-174.07
-31.35,-1.61,-174.58
-31.77,-0.42,-174.88
-32.23,0.69,-175.46
-32.58,1.53,-176.51
-33.05,2.37,-177.48
-33.63,3.28,-178.18
-34.27,4.31,-178.71
-34.88,5.69,-178.75
-35.43,7.01,-178.83
-35.93,8.25,-179.01
-36.43,9.40,-179.22
-36.85,10.53,-179.34
-37.24,11.94,-179.21
-37.75,13.37,-179.01
-38.10,14.77,-178.66
-38.29,16.31,-178.13
-38.49,17.68,-177.61
-38.80,18.96,-177.27
-39.09,20.17,-176.86
-39.21,21.22,-176.34
-39.51,22.37,-175.78
-39.79,23.65,-175.12
-40.10,24.80,-174.35
-40.38,25.85,-173.85
-41.08,27.30,-173.89
-42.00,28.76,-173.47
-42.59,30.04,-172.99
-43.22,31.25,-173.10
-43.69,32.19,-173.55
-44.42,33.04,-174.17
-45.14,33.96,-174.43
-45.85,34.47,-174.57
-46.74,34.95,-174.92
-47.81,35.37,-175.64
-49.01,35.85,-176.27
-50.19,36.38,-176.80
-51.52,36.97,-177.37
-52.85,37.48,-177.87
